,index,id,created_at,user_id,username,name,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,quote_url,video,thumbnail,reply_to,tweet_word_count,polarity,subjectivity
1207,1402,1505880099542999051,2022-03-21 13:12:48,2447183228,olihaillbiz,Oliver Haill WFH,Just discovered that Warren Buffett's Berkshire Hathaway has an 'activewear' range -  https://t.co/iq3EH5HBNL,0,0,3,1,0,2,0,0,0,1,1,0,13,0.0,0.0
1208,1403,1505880036301230086,2022-03-21 13:12:33,428306962,guyvenig,Guy Venig,Berkshire Hathaway to acquire Alleghany Corporation for $848.02 per Share in $11.6 billion transaction (pre-market: $845 +24.9%). $Y $BRK.A $BRK.B   https://t.co/ngHFtPgCAG,0,1,0,0,0,0,0,3,0,0,0,0,21,0.0,0.0
1209,1404,1505879741622009857,2022-03-21 13:11:22,1317502576112394240,phillipsrelic,Relic Phillips,"So compelling to note the Kirby family’s satisfaction and comfort that their business will sustain under the Berkshire Hathaway umbrella.   As for Brandon, the prodigal son returns.  https://t.co/7H0GgIMlFn",0,0,1,1,3,9,0,0,0,1,1,0,28,0.3,0.6
1210,1406,1505879460012183554,2022-03-21 13:10:15,72928001,briefingcom,Briefing.com,$Y: Alleghany Corporation to be acquired by Berkshire Hathaway (BRK.B) for $848.02 per share  https://t.co/7KSVi7Gass,0,1,0,0,3,0,0,1,0,0,0,0,15,0.0,0.0
1211,1407,1505879439527202818,2022-03-21 13:10:10,777831024189444096,tradeflo,TradeFlo,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion: Warren Buffett just announced his biggest deal since 2016. Berkshire Hathaway said it agreed to buy insurance company Alleghany for $11.6 billion in cash.  https://t.co/mQWJW6GHzK  https://t.co/8fEm3RaHrm,0,1,1,0,0,1,0,0,0,1,1,0,39,0.0,0.0
1212,1408,1505879383273316355,2022-03-21 13:09:57,207809367,rudykiste,Rudy,Warren Edward Buffett’s Berkshire Hathaway will acquire #insurer  Alleghany Corporation for $11.6B in an all cash deal ($848.02 #pershare).,0,0,0,0,0,0,2,0,0,0,0,0,19,0.0,0.0
1213,1409,1505879348309422086,2022-03-21 13:09:49,1041361000849715200,fynitiiq,Stock Market Alerts,$Y $BRK.A $BRK.B - Berkshire Hathaway to acquire Alleghany in a $11.6B all-cash transaction,0,0,0,0,0,0,0,3,0,0,0,0,14,0.0,0.0
1214,1411,1505879331725320194,2022-03-21 13:09:45,59485976,psk2329,PSK2329 - JHC,"Berkshire Hathaway Earlier Announced It Will Acquire Alleghany Corporation For $848.02/Share, Valued At ~$11.6B $BRK.A $Y",0,0,0,0,1,12,0,2,0,0,0,0,16,0.0,0.5
1215,1412,1505879329762267138,2022-03-21 13:09:44,933631977923657730,kawausofx,カワウソ💩FXはじめました,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion   https://t.co/r8wW3kflRy,0,1,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0
1216,1413,1505879132919373826,2022-03-21 13:08:57,70040425,windycityevnts,WindyCityEvents.com,Berkshire Hathaway buying Alleghany in $11.6B deal  https://t.co/3xcKaR32tm,0,1,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0
1217,1414,1505878804748775428,2022-03-21 13:07:39,302037908,iptradingrisk,Trading Risk,"Berkshire Hathaway to buy Alleghany in $11.6bn transaction The deal values the Trans Re owner at 1.26 times book value as of 31 December 2021, and represents a 29% premium on its stock price.  https://t.co/u8UcI1eO3E #reinsurance #insurance",0,1,0,0,0,0,2,0,0,0,0,0,37,0.0,0.0
1218,1415,1505878777829621762,2022-03-21 13:07:33,1313210887591743489,gl0bal_feed,Global Feed,Warren Buffett's Berkshire Hathaway to buy Alleghany for $11.6B  —Fox News  https://t.co/2HwNwzE1cz,0,1,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0
1219,1416,1505878535549956103,2022-03-21 13:06:35,963789831993208832,tsm_holdings,TSM Holdings,Warren Buffett Puts Some of His $144 Billion to Work With Alleghany Deal #alleghany #warrenbuffett #berkshirehathaway   https://t.co/VW4ktTs9ct,0,1,0,0,0,0,3,0,0,0,0,0,17,0.0,0.0
1220,1418,1505878385033162755,2022-03-21 13:05:59,313534815,born2invest,Born2Invest,Value Stocks Are Doing Well as Witnessed by Berkshire Hathaway Making All-Time Highs by David Chapman  https://t.co/19RnfEplct,0,1,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0
1221,1420,1505877797478219780,2022-03-21 13:03:39,1286283506033729538,bdnewsnetcom,bdnewsnet.com,Warren Buffett’s Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion – CNBC  https://t.co/TR9YHFN4vi,0,1,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0
1222,1421,1505877777110781952,2022-03-21 13:03:34,1443369028454596610,blogtech12,blog tech,Warren Buffett’s Berkshire Hathaway to buy Alleghany for $11.6 bn in return to dealmaking  https://t.co/Fab9IntZgp,0,1,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0
1223,1422,1505877577415774217,2022-03-21 13:02:46,1575659701,kursadturksen,Kursad Turksen,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/zj6FjxkXqj,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1224,1423,1505877128860086280,2022-03-21 13:01:00,35550239,desota,DeSota Wilson,.@WarrenBuffett’s Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/kOfJF4zTqF $BRKA $BRKB $Y #conglomerate #wholesale #specialty #property #casualty #reinsurance,3,1,0,0,0,0,6,3,0,0,0,0,22,0.0,0.0
1225,1425,1505877012082266118,2022-03-21 13:00:32,325489535,eininsurance,EIN Presswire: Insurance Newswire,Warren Buffett’s Berkshire Hathaway snaps up Alleghany in $11․6bn deal to bolster insurance arm  https://t.co/8jLH5y7WkC,0,1,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0
1226,1426,1505876882667061255,2022-03-21 13:00:01,1259334815230418945,artstribune,Arts Tribune,Berkshire Hathaway to Acquire Insurer Alleghany  https://t.co/jQsdF9AIdU,0,1,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0
1227,1427,1505876592714780678,2022-03-21 12:58:52,962224063451148288,yamatraders22,Yama Traders,"Berkshire Hathaway is buying insurance company Allegany !   If global issues rise, insurance companies might be a good bet   #market #Finance",0,0,0,0,0,0,2,0,0,0,0,0,21,0.35,0.30000000000000004
1228,1428,1505876226786791426,2022-03-21 12:57:24,1060176674552143874,sig_management,SIG Management,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/FTzudmQ1AT  https://t.co/Wv8t0JfX1y,0,1,1,0,0,0,0,0,0,1,1,0,15,0.0,0.0
1229,1429,1505876046062620673,2022-03-21 12:56:41,1060176674552143874,sig_management,SIG Management,Berkshire Hathaway to pay $12bn for insurance-to-toys conglomerate Alleghany  https://t.co/KnHwFXXuup,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1230,1430,1505875958213001220,2022-03-21 12:56:20,1130198728814551041,automobilnews1,Automobilnews,Warren Buffett’s Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion – EAST AUTO NEWS  https://t.co/yIXiRRw5da,0,1,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0
1231,1431,1505875790042382339,2022-03-21 12:55:40,1250156125053423619,pymarketwatch,PyMarketWatch,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion - CNBC  https://t.co/KmNt6K9UBT,0,1,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0
1232,1432,1505875731775172618,2022-03-21 12:55:26,1488362300281131011,magzine_taipan,Taipan Magzine,Warren Buffett’s Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/RlzuvjzHXf,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1233,1433,1505875520545824771,2022-03-21 12:54:36,1325309197,arizee16,Arie Zelezniak 🇺🇦🇺🇦🇺🇦✊🏽✊🏽✊🏽,@OccupyDemocrats Nestle is Berkshire Hathaway that sanctimonious idiot- where is his social conscience now?? Allowing his companies to continue trading in Russia!,0,0,0,0,0,0,0,0,0,0,0,1,22,-0.3791666666666667,0.43333333333333335
1234,1434,1505875339775463425,2022-03-21 12:53:53,1489441281608757259,genius1nteract,Genius Interactive,"Warren Buffett’s Berkshire Hathaway agrees to purchase insurance coverage firm Alleghany for $11.6 billion. Warren Buffett at Berkshire Hathaway’s annual assembly in Los Angeles, California. Could 1, 2021. Gerard Miller | CNBC Warren Buffett simply...  https://t.co/YBdqhLgB2b  https://t.co/qSgsEVjzuQ",0,1,1,0,0,0,0,0,0,1,1,0,37,-0.1,0.37857142857142856
1235,1435,1505875141187842053,2022-03-21 12:53:06,1474076545132072964,mrprincesahani,Mr.Prince Sahani,Berkshire Hathaway to pay $12bn for insurance-to-toys conglomerate Alleghany  https://t.co/aWWdfTChh2,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1236,1437,1505874465032269825,2022-03-21 12:50:24,459129708,sangbad24net,linkbd.net,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion - CNBC  https://t.co/gc0mZK36WD,0,1,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0
1237,1438,1505874452000649226,2022-03-21 12:50:21,1401610352920465409,skynetplatform,SkyNet Platforms: #TheBrain,"Warren Buffett’s Berkshire Hathaway is buying insurance company Alleghany Corporation for $11.6 billion, or $848.02 per share in case, the company announced on Monday....  https://t.co/i1Nk2mlNBx",0,1,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0
1238,1439,1505874375311986696,2022-03-21 12:50:03,1026862898,carriermgmt,Carrier Management,Berkshire Hathaway to Acquire Alleghany for $11.6B  https://t.co/ze5cBslALN,0,1,0,0,1,0,0,0,0,0,0,0,8,0.0,0.0
1239,1441,1505874361533624324,2022-03-21 12:50:00,1367531,foxnews,Fox News,Warren Buffett's Berkshire Hathaway to buy Alleghany for $11.6B  https://t.co/XmPPZKV4yH,0,1,0,22,25,71,0,0,0,0,0,0,10,0.0,0.0
1240,1442,1505874032897544193,2022-03-21 12:48:41,617941747,ajansev2011,Ajansev,Warren Buffett’s Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/7TfwKVm1ym,0,1,0,0,0,0,0,0,0,0,0,0,14,0.1,0.4
1241,1443,1505873811056517130,2022-03-21 12:47:48,36990709,ruliquid,Ruliquid Trader,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion @CNBC  https://t.co/wHjT4MYrU5,3,1,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0
1242,1444,1505873425130307589,2022-03-21 12:46:16,1225275462701723649,etf_dividend,ETF Hunter,⚡In the #News at 7:13 AM👇 📰 Warren Buffett's Berkshire Hathaway to buy Alleghany for $11.6B,0,0,0,0,0,0,1,0,0,0,0,0,16,0.0,0.0
1243,1445,1505873412509650946,2022-03-21 12:46:13,1113154312140537856,media_diamante,Diamante Media,Berkshire Hathaway to Acquire Reinsurer Alleghany for $11.6 Billion    https://t.co/glqDhMGapc    #Diamante #Blockchain #DiamCircle,0,1,0,0,0,0,3,0,0,0,0,0,13,0.0,0.0
1244,1446,1505873290870546437,2022-03-21 12:45:44,274923890,conallom,Conall O Móráin,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/CotkkND7Z4,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1245,1448,1505873085601402881,2022-03-21 12:44:56,2751536594,rotepille,Die rote Pille,Buffett's Berkshire Hathaway Buys Insurer Alleghany For $11.6 Billion  https://t.co/BKBZfb9DPA,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1246,1449,1505873080077328387,2022-03-21 12:44:54,86706224,ties3000,Nakajima Koichi,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion @CNBC  https://t.co/XnQlt0uT5m,3,1,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0
1247,1450,1505873040588128259,2022-03-21 12:44:45,104952689,lamonicabuzz,Paul R. La Monica,And sometimes $Y. Insurance company Alleghany getting bought by Warren Buffett's Berkshire Hathaway for $11.6 billion. $Y surges 25% #premarket. $BRK.B up a bit too.,0,0,0,1,3,9,1,3,0,0,0,0,25,0.0,0.0
1248,1451,1505872809548939268,2022-03-21 12:43:50,331655362,phil_carlson,Phil Carlson,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/wYb7kS71ov  https://t.co/Sq1m8s6oGJ,0,1,1,0,0,0,0,0,0,1,1,0,15,0.0,0.0
1249,1452,1505872516300083205,2022-03-21 12:42:40,127896978,mamtabadkar,Mamta Badkar,Berkshire Hathaway to pay $12bn for insurance-to-toys conglomerate Alleghany  https://t.co/Ya5mFrVjJE,0,1,0,0,0,1,0,0,0,0,0,0,10,0.0,0.0
1250,1453,1505872488085049348,2022-03-21 12:42:33,721964509078937600,cipherhoodlum,BITCOIN☂️⚡🇸🇻 丰 🌋 🔑 🎢,"@JohalMiles In the 2008 letter to the Berkshire Hathaway's shareholders, Warren Buffett wrote, Long ago, Ben Graham taught me that - Price is what you pay; value is what you get. Whether we're talking about socks or stocks, I like buying quality merchandizse when it is marked down.  https://t.co/0vK6hRFMNr",0,0,1,0,0,1,0,0,0,1,1,1,49,-0.035185185185185194,0.42962962962962964
1251,1454,1505872451695218692,2022-03-21 12:42:24,1476608056267972609,moviesshows7,MOVIES & SHOWS,Warren Buffett’s Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/6TXdDYwnfC,0,1,0,0,0,0,0,0,0,0,0,0,14,0.1,0.4
1252,1455,1505872274070532098,2022-03-21 12:41:42,778286898535989248,gesveidy91,Esveidy Gonzalez,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion - CNBC  https://t.co/YXtBXiucA3,0,0,1,0,0,0,0,0,0,1,1,0,16,0.0,0.0
1253,1456,1505872172052623365,2022-03-21 12:41:18,1442549513634283527,ervikas52370727,Er.Vikash Kumar,Warren Buffett’s Berkshire Hathaway agrees to buy Allegheny for $11.6 billion  https://t.co/8dxyA7oXpB,0,1,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0
1254,1457,1505872147692101633,2022-03-21 12:41:12,69310047,na_pro,News Assurances Pro,"Acquisition : Berkshire Hathaway s'offre Alleghany pour 11,6Md$ -  https://t.co/03FndiygHG #assurance  https://t.co/NOmp90MwzR",0,1,1,0,0,0,1,0,0,1,1,0,12,0.0,0.0
1255,1460,1505871360383500294,2022-03-21 12:38:04,1374529934278893572,mass_blog_,Mass Blog,Warren Buffett’s Berkshire Hathaway to Buy Alleghany for $12 Billion  https://t.co/DvayJamFcy,0,1,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0
1256,1462,1505871044640493576,2022-03-21 12:36:49,2211357008,fpasha10,p. 🌟🌟,Berkshire Hathaway is acquiring Alleghany in $11.6bn deal. Need Warren Buffett to drop some $ on Chelsea 🙏,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0
1257,1463,1505871009072791552,2022-03-21 12:36:40,273540698,mktwgoldstein,Steve Goldstein,"Hey, so I had a little item ready for Barron's newsletter on markets that got canned in favor of Berkshire Hathaway deal... may as well share it here.  https://t.co/ZWK2xpgPjU",0,0,1,0,0,3,0,0,0,1,1,0,29,0.0062500000000000056,0.5
1258,1464,1505870941556981775,2022-03-21 12:36:24,870419366,biztechia,BizTechia,The Oracle ✔  Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/OEsq0LukvK,0,1,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0
1259,1465,1505870848359555072,2022-03-21 12:36:02,1433260182147108864,lordweb1,lord web,Warren Buffett’s Berkshire Hathaway to Buy Alleghany for $12 Billion  https://t.co/G3YTOZ5MNC,0,1,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0
1260,1467,1505870721846849537,2022-03-21 12:35:32,1392751646979940354,nazmulmarketer1,Md Nazmul Hossain,Warren Buffett’s Berkshire Hathaway to Buy Alleghany for $12 Billion  https://t.co/CnTZArJNL9,0,1,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0
1261,1468,1505870613117820932,2022-03-21 12:35:06,2975103519,yunli626,Yun Li,"Berkshire Hathaway agreed to buy insurance company Alleghany for $11.6 billion in cash.   This transaction would mark Berkshire’s biggest acquisition since 2016 when it bought industrial company Precision Castparts for $37 billion, including debt.  $BRK $Y  https://t.co/a50oDkLSGj",0,1,0,5,12,38,0,2,0,0,0,0,37,0.0,0.0
1262,1469,1505870606532849665,2022-03-21 12:35:04,1231328761695625218,newsycanuse1,Newsycanuse,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion Warren Buffett ...  https://t.co/5b7pVV1DVr  https://t.co/Y6hgcgcsZF,0,1,1,0,0,0,0,0,0,1,1,0,18,0.0,0.0
1263,1470,1505869991442325508,2022-03-21 12:32:38,24684822,jfineman,Josh Fineman,$Y - Berkshire Hathaway to acquire Alleghany in $11.6B all-cash transaction  https://t.co/LngMPdb70t,0,1,0,0,1,1,0,1,0,0,0,0,12,0.0,0.0
1264,1471,1505869847812616195,2022-03-21 12:32:04,1474076545132072964,mrprincesahani,Mr.Prince Sahani,Warren Buffett’s Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/yvOtqISDI5,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1265,1472,1505869846633877506,2022-03-21 12:32:03,293968006,sportscircusint,SPORTS CIRCUS INT.,Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/o6mJdum3uD  https://t.co/m73lEOf73Y,0,1,1,0,0,0,0,0,0,1,1,0,15,0.1,0.4
1266,1473,1505869804707717124,2022-03-21 12:31:53,41579038,goldee65,Steven Goldberg,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion @CNBC  https://t.co/oIT1auMc69,3,1,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0
1267,1474,1505869701779537923,2022-03-21 12:31:29,245990799,jnjnm1123,KING UNCLE BOO-BOO 14,Berkshire Hathaway to buy Alleghany Corp. for $11.6 billion:  https://t.co/EFhF3D6K6s,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1268,1475,1505869586759049218,2022-03-21 12:31:01,66550558,jazzdrummer420,Jazz Drummer,Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/duBFepvRPp,0,1,0,0,0,0,0,0,0,0,0,0,14,0.1,0.4
1269,1476,1505869492261380098,2022-03-21 12:30:39,1372132990848016385,prasadkpatanka1,Prasad K. Patankar,CNBC: Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion.  https://t.co/vkBqZlhT3O  via @GoogleNews,3,1,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0
1270,1477,1505869333045649413,2022-03-21 12:30:01,73392106,drmayurpatel,Mayur Patel,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion @CNBC  https://t.co/VdaldLnxy0,3,1,0,0,0,0,0,0,0,0,0,0,13,0.0,0.0
1271,1478,1505869331871281154,2022-03-21 12:30:01,1848242569,ketanvora4,Ketan Vora,Great deal for Berkshire Hathaway in long run and good for Berkshire shareholders disappointed another great compounder disappears off the market....,0,0,0,0,0,1,0,0,1,0,0,0,21,0.3,0.65
1272,1480,1505869258609156118,2022-03-21 12:29:43,1293449003716055040,orignalventures,Orignal Ventures,#Markets #MIExclusive Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion: Warren Buffett.  AP Photo/Nati Harnik   * Berkshire Hathaway agreed to buy insurer Alleghany in an all-cash deal worth $11.6 billion.   *…  https://t.co/AEnZpFyVmR,0,1,0,0,4,0,2,0,0,0,0,0,37,0.2,0.25
1273,1481,1505869218889142274,2022-03-21 12:29:34,7228352,theluckyman,Jason S ♋ 🇺🇸,Business Insider - Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/gN01nbMmQS  https://t.co/8DRLVT9S7U,0,1,1,0,0,0,0,0,0,1,1,0,18,0.1,0.4
1274,1482,1505869217589080070,2022-03-21 12:29:33,40695119,marcuswevanssr,Marcus Evans 📚 ⚛️ 🔭 ⚖️ 💙 🎼 🏅,"Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion: ""Berkshire will be the perfect permanent home for Alleghany, a company that I have closely observed for 60 years,"" Buffett said.  https://t.co/1C9zM6FAmD  https://t.co/Qey3Z43Aui",0,1,1,0,0,0,0,0,0,1,1,0,36,0.55,0.7
1275,1483,1505869216414461954,2022-03-21 12:29:33,2898918799,manleehood,Manny Hood,Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/vacsbbDeMo,0,1,0,0,0,0,0,0,0,0,0,0,14,0.1,0.4
1276,1484,1505869215944753155,2022-03-21 12:29:33,1479785631530115072,tellmetimes,Tellme Times,Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/q4kWPZNyja,0,1,0,0,0,0,0,0,0,0,0,0,14,0.1,0.4
1277,1485,1505869189919170562,2022-03-21 12:29:27,1397546658263564289,hit_radar,Manish Patel,Warren Buffett’s Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion  https://t.co/EYsmmK94g7,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1278,1487,1505868817146208262,2022-03-21 12:27:58,2598000222,naijanewswire,Naija News Agency,Berkshire Hathaway to Buy Insurer Alleghany for $11.6 Billion  https://t.co/NzyVHY73cP,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1279,1488,1505868816471015426,2022-03-21 12:27:58,519942718,tpyinka,tp,Berkshire Hathaway to Buy Insurer Alleghany for $11.6 Billion - ⁦@WSJ⁩   https://t.co/eGyjWGTCO1,3,1,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0
1280,1489,1505868757339570181,2022-03-21 12:27:44,26524016,dogmeamc,GADLR MILITARY SPECIMEN,Check out this article from MarketWatch - Warren Buffett’s Berkshire Hathaway strikes $11.6 billion deal for reinsurer Alleghany Corp.   https://t.co/p4wYgIOEMT,0,1,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0
1281,1490,1505868568071704578,2022-03-21 12:26:58,1362396107985281031,suutancom,SUUTAN,Warren Buffett’s Berkshire Hathaway snaps up Alleghany in $11.6bn deal to bolster insurance arm  https://t.co/oSWBahNhdr,0,1,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0
1282,1491,1505868449972637706,2022-03-21 12:26:30,2841538270,lauraanthonyesq,"Laura Anthony, Esq.",Berkshire Hathaway to Buy Insurer Alleghany for $11.6 Billion-  https://t.co/JbJPkdvZzt #Alleghany,0,1,0,0,0,0,1,0,0,0,0,0,11,0.0,0.0
1283,1492,1505868363360350208,2022-03-21 12:26:10,65448361,mktsinsider,Markets Insider,Warren Buffett's Berkshire Hathaway agrees to buy insurer Alleghany for nearly $12 billion  https://t.co/u61zGpm41U,0,1,0,0,5,12,0,0,0,0,0,0,14,0.1,0.4
1284,1493,1505868298377998345,2022-03-21 12:25:54,45552145,sharecastcom,Sharecast.com,Berkshire Hathaway to buy Alleghany in $11.6bn deal  https://t.co/474lTjrvhE,0,1,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0
1285,1495,1505868017690984448,2022-03-21 12:24:47,1260148815161688067,pophalesamarth,Finnoexpert,Berkshire Hathaway to Buy Insurer Alleghany for $11.6 Billion  https://t.co/xF3pxk42up,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1286,1496,1505867748898967554,2022-03-21 12:23:43,561742581,tfpdaily,Trade For Profit 📈,Buffett’s Berkshire Hathaway Buys Insurer Alleghany For $11.6 Billion  https://t.co/zAxtjaOiHL,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1287,1497,1505867743446372355,2022-03-21 12:23:42,790019230389248000,politicalhedge,PHedge,Buffett’s Berkshire Hathaway Buys Insurer Alleghany For $11.6 Billion  https://t.co/TuD4iWvZu2,0,1,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0
1288,1498,1505867599569207296,2022-03-21 12:23:08,1352234446402048003,businesshalaa,Businesshala,Berkshire Hathaway buying Alleghany in $11.6B deal  https://t.co/JEZUOgPBbS,0,1,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0
1289,1499,1505867467293343752,2022-03-21 12:22:36,35219345,thedave2006,David Jr Stock Forte 🇨🇦 🇺🇦,"11) Instacart adds temporary fuel charge 12) GM buys Softbank's stake in Cruise Control 80% stake when done 13) Berkshire Hathaway buys Alleghany Co. for $848M 14) Anaplan goes private $8.6B 15) Spartan Nash Co., John Duskin activist investor takes stake",0,0,0,1,0,1,0,0,0,0,0,0,41,0.0,0.375
1290,1500,1505867327077761028,2022-03-21 12:22:03,1429288450654494722,sirimahanthesh,Siri Rathod,Berkshire Hathaway buying Alleghany in $11.6B deal   https://t.co/xc1ubpS4pj,0,1,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0
1291,1501,1505867297747087364,2022-03-21 12:21:56,38040229,itzstockchartz,ItzStockChartz,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion   https://t.co/8vjauq3xDX,0,1,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0
1292,1502,1505867264813572099,2022-03-21 12:21:48,165242082,aldotjahjadi8,IHSG Journal,Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion   https://t.co/4uptL63g9W,0,1,0,0,0,1,0,0,0,0,0,0,12,0.0,0.0
1293,1504,1505866178576662531,2022-03-21 12:17:29,1285816680011173888,douglaswalton99,Douglas Walton,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion   https://t.co/kMoEEJDszP,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1294,1505,1505866151582224387,2022-03-21 12:17:22,1483024487209750528,philnfp,Phil NFP,Warren Buffett's Berkshire Hathaway to buy Alleghany for $11.6B  https://t.co/COnHckGbwr #FoxBusiness,0,1,0,0,0,0,1,0,0,0,0,0,11,0.0,0.0
1295,1506,1505866019398721541,2022-03-21 12:16:51,1330382258218299392,mywealthalerts,MyWealthAlerts,: Warren Buffett’s Berkshire Hathaway strikes $11.6 billion deal for reinsurer Alleghany Corp.  https://t.co/9brTno7MX3,0,1,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0
1296,1507,1505865959978188800,2022-03-21 12:16:37,1379367732383154177,madrastribune,The Madras Tribune,Warren Buffett's Berkshire Hathaway agrees to buy insurance company Alleghany for $11.6 billion -  https://t.co/9dFJKMojwj,0,1,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0
1297,1508,1505865935839973378,2022-03-21 12:16:31,1276478653719736320,vpickr,ValuePickr,WARREN BUFFETT'S BERKSHIRE HATHAWAY TO BUY ALLEGHANY FOR $11.6 BN IN RETURN TO DEALMAKING   https://t.co/28Tyn5bupN,0,1,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0
1298,1509,1505865852905824261,2022-03-21 12:16:11,89043072,jasonzweigwsj,Jason Zweig,Warren Buffett’s Berkshire Hathaway agreed to buy insurer Alleghany for about $11.6 billion  https://t.co/WbWr47CTg2,0,1,0,0,6,37,0,0,0,0,0,0,14,0.0,0.0
